0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
28502 0 20,24 21,24 21,23 22,23 22,22 23,22 24,22 24,23
28503 0 21,24 21,23 22,23 22,22 23,22 24,22 24,23 23,23
28504 0 21,24 21,23 22,23 22,22 23,22 24,22 24,23 23,23
28505 0 21,24 21,23 22,23 22,22 23,22 24,22 24,23 23,23
28506 0 21,24 21,23 22,23 22,22 23,22 24,22 24,23 23,23
28507 0 22,24 21,24 21,23 22,23 22,22 23,22 24,22 24,23
28508 0 22,25 22,24 21,24 21,23 22,23 22,22 23,22 24,22
28509 0 22,25 22,24 21,24 21,23 22,23 22,22 23,22 24,22
28510 0 22,24 21,24 21,23 22,23 22,22 23,22 24,22 25,22
28511 0 21,24 21,23 22,23 22,22 23,22 24,22 25,22 26,22
28512 0 21,23 22,23 22,22 23,22 24,22 25,22 26,22 26,21
28513 0 21,23 22,23 22,22 23,22 24,22 25,22 26,22 26,21
28514 0 21,22 21,23 22,23 22,22 23,22 24,22 25,22 26,22
28515 0 20,22 21,22 21,23 22,23 22,22 23,22 24,22 25,22
28516 0 19,22 20,22 21,22 21,23 22,23 22,22 23,22 24,22
28517 0 19,22 20,22 21,22 21,23 22,23 22,22 23,22 24,22
28518 0 20,22 21,22 21,23 22,23 22,22 23,22 24,22 25,22
28519 0 20,23 20,22 21,22 21,23 22,23 22,22 23,22 24,22
28520 0 20,22 21,22 21,23 22,23 22,22 23,22 24,22 24,23
28521 0 19,22 20,22 21,22 21,23 22,23 22,22 23,22 24,22
28522 0 19,23 19,22 20,22 21,22 21,23 22,23 22,22 23,22
28523 0 18,23 19,23 19,22 20,22 21,22 21,23 22,23 22,22
28524 0 18,23 19,23 19,22 20,22 21,22 21,23 22,23 22,22
28525 0 18,23 19,23 19,22 20,22 21,22 21,23 22,23 22,22
28526 0 18,22 18,23 19,23 19,22 20,22 21,22 21,23 22,23
28527 0 18,22 18,23 19,23 19,22 20,22 21,22 21,23 22,23
28528 0 17,22 18,22 18,23 19,23 19,22 20,22 21,22 21,23
28529 0 18,22 18,23 19,23 19,22 20,22 21,22 21,23 20,23
28530 0 18,22 18,23 19,23 19,22 20,22 21,22 21,23 20,23
28531 0 18,23 19,23 19,22 20,22 21,22 21,23 20,23 20,24
28532 0 18,23 19,23 19,22 20,22 21,22 21,23 20,23 20,24
28533 0 18,23 19,23 19,22 20,22 21,22 21,23 20,23 20,24
28534 0 19,23 19,22 20,22 21,22 21,23 20,23 20,24 19,24
28535 0 19,23 19,22 20,22 21,22 21,23 20,23 20,24 19,24
28536 0 19,22 20,22 21,22 21,23 20,23 20,24 19,24 19,23
28537 0 20,22 21,22 21,23 20,23 20,24 19,24 19,23 18,23
28538 0 20,21 20,22 21,22 21,23 20,23 20,24 19,24 19,23
28539 0 20,20 20,21 20,22 21,22 21,23 20,23 20,24 19,24
28540 0 20,20 20,21 20,22 21,22 21,23 20,23 20,24 19,24
28541 0 20,20 20,21 20,22 21,22 21,23 20,23 20,24 19,24
28542 0 20,20 20,21 20,22 21,22 21,23 20,23 20,24 19,24
28543 0 19,20 20,20 20,21 20,22 21,22 21,23 20,23 20,24
28544 0 18,20 19,20 20,20 20,21 20,22 21,22 21,23 20,23
28545 0 18,20 19,20 20,20 20,21 20,22 21,22 21,23 20,23
28546 0 18,20 19,20 20,20 20,21 20,22 21,22 21,23 20,23
28547 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,23
28548 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,23
28549 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,23
28550 0 17,19 17,20 18,20 19,20 20,20 20,21 20,22 21,22
28551 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 22,22
28552 0 16,20 17,20 18,20 19,20 20,20 20,21 20,22 21,22
28553 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,21
28554 0 17,19 17,20 18,20 19,20 20,20 20,21 20,22 21,22
28555 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,21
28556 0 18,20 19,20 20,20 20,21 20,22 21,22 21,21 21,20
28557 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 21,21
28558 0 16,20 17,20 18,20 19,20 20,20 20,21 20,22 21,22
28559 0 17,20 18,20 19,20 20,20 20,21 20,22 21,22 22,22
28560 0 17,21 17,20 18,20 19,20 20,20 20,21 20,22 21,22
28561 0 17,22 17,21 17,20 18,20 19,20 20,20 20,21 20,22
28562 0 16,22 17,22 17,21 17,20 18,20 19,20 20,20 20,21
28563 0 16,22 17,22 17,21 17,20 18,20 19,20 20,20 20,21
28564 0 16,22 17,22 17,21 17,20 18,20 19,20 20,20 20,21
28565 0 16,21 16,22 17,22 17,21 17,20 18,20 19,20 20,20
28566 0 16,22 17,22 17,21 17,20 18,20 19,20 20,20 20,21
28567 0 16,23 16,22 17,22 17,21 17,20 18,20 19,20 20,20
28568 0 17,23 16,23 16,22 17,22 17,21 17,20 18,20 19,20
28569 0 17,24 17,23 16,23 16,22 17,22 17,21 17,20 18,20
28570 0 17,24 17,23 16,23 16,22 17,22 17,21 17,20 18,20
28571 0 17,24 17,23 16,23 16,22 17,22 17,21 17,20 18,20
28572 0 17,23 16,23 16,22 17,22 17,21 17,20 18,20 18,19
28573 0 17,23 16,23 16,22 17,22 17,21 17,20 18,20 18,19
28574 0 16,23 16,22 17,22 17,21 17,20 18,20 18,19 19,19
28575 0 15,23 16,23 16,22 17,22 17,21 17,20 18,20 18,19
28576 0 14,23 15,23 16,23 16,22 17,22 17,21 17,20 18,20
28577 0 15,23 16,23 16,22 17,22 17,21 17,20 18,20 18,21
28578 0 15,23 16,23 16,22 17,22 17,21 17,20 18,20 18,21
28579 0 15,23 16,23 16,22 17,22 17,21 17,20 18,20 18,21
28580 0 16,23 16,22 17,22 17,21 17,20 18,20 18,21 18,22
28581 0 16,23 16,22 17,22 17,21 17,20 18,20 18,21 18,22
28582 0 15,23 16,23 16,22 17,22 17,21 17,20 18,20 18,21
28583 0 14,23 15,23 16,23 16,22 17,22 17,21 17,20 18,20
28584 0 14,22 14,23 15,23 16,23 16,22 17,22 17,21 17,20
28585 0 14,23 15,23 16,23 16,22 17,22 17,21 17,20 17,19
28586 0 14,22 14,23 15,23 16,23 16,22 17,22 17,21 17,20
28587 0 14,23 15,23 16,23 16,22 17,22 17,21 17,20 16,20
28588 0 14,22 14,23 15,23 16,23 16,22 17,22 17,21 17,20
28589 0 15,22 14,22 14,23 15,23 16,23 16,22 17,22 17,21
28590 0 15,22 14,22 14,23 15,23 16,23 16,22 17,22 17,21
28591 0 14,22 14,23 15,23 16,23 16,22 17,22 17,21 17,20
28592 0 14,23 15,23 16,23 16,22 17,22 17,21 17,20 16,20
28593 0 15,23 16,23 16,22 17,22 17,21 17,20 16,20 16,19
28594 0 16,23 16,22 17,22 17,21 17,20 16,20 16,19 15,19
28595 0 16,22 17,22 17,21 17,20 16,20 16,19 15,19 15,18
28596 0 16,22 17,22 17,21 17,20 16,20 16,19 15,19 15,18
28597 0 16,21 16,22 17,22 17,21 17,20 16,20 16,19 15,19
28598 0 16,21 16,22 17,22 17,21 17,20 16,20 16,19 15,19
28599 0 15,21 16,21 16,22 17,22 17,21 17,20 16,20 16,19
28600 0 15,22 15,21 16,21 16,22 17,22 17,21 17,20 16,20
28601 0 15,22 15,21 16,21 16,22 17,22 17,21 17,20 16,20
28602 0 15,21 16,21 16,22 17,22 17,21 17,20 16,20 16,19
28603 0 16,21 16,22 17,22 17,21 17,20 16,20 16,19 15,19
28604 0 16,22 17,22 17,21 17,20 16,20 16,19 15,19 14,19
28605 0 17,22 17,21 17,20 16,20 16,19 15,19 14,19 14,18
28606 0 17,21 17,20 16,20 16,19 15,19 14,19 14,18 13,18
28607 0 17,20 16,20 16,19 15,19 14,19 14,18 13,18 13,19
28608 0 16,20 16,19 15,19 14,19 14,18 13,18 13,19 12,19
28609 0 16,19 15,19 14,19 14,18 13,18 13,19 12,19 12,18
28610 0 15,19 14,19 14,18 13,18 13,19 12,19 12,18 11,18
28611 0 15,19 14,19 14,18 13,18 13,19 12,19 12,18 11,18
28612 0 14,19 14,18 13,18 13,19 12,19 12,18 11,18 11,17
28613 0 14,19 14,18 13,18 13,19 12,19 12,18 11,18 11,17
28614 0 14,19 14,18 13,18 13,19 12,19 12,18 11,18 11,17
28615 0 14,18 13,18 13,19 12,19 12,18 11,18 11,17 12,17
28616 0 14,18 13,18 13,19 12,19 12,18 11,18 11,17 12,17
28617 0 14,18 13,18 13,19 12,19 12,18 11,18 11,17 12,17
28618 0 13,18 13,19 12,19 12,18 11,18 11,17 12,17 13,17
28619 0 13,18 13,19 12,19 12,18 11,18 11,17 12,17 13,17
28620 0 13,17 13,18 13,19 12,19 12,18 11,18 11,17 12,17
28621 0 12,17 13,17 13,18 13,19 12,19 12,18 11,18 11,17
28622 0 13,17 13,18 13,19 12,19 12,18 11,18 11,17 11,16
28623 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28624 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28625 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28626 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28627 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28628 0 13,17 13,18 13,19 12,19 12,18 11,18 11,17 11,16
28629 0 13,18 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28630 0 13,19 12,19 12,18 11,18 11,17 11,16 10,16 9,16
28631 0 13,20 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28632 0 13,20 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28633 0 13,21 13,20 13,19 12,19 12,18 11,18 11,17 11,16
28634 0 13,20 13,19 12,19 12,18 11,18 11,17 11,16 11,15
28635 0 14,20 13,20 13,19 12,19 12,18 11,18 11,17 11,16
28636 0 13,20 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28637 0 13,19 12,19 12,18 11,18 11,17 11,16 10,16 9,16
28638 0 14,19 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28639 0 14,20 14,19 13,19 12,19 12,18 11,18 11,17 11,16
28640 0 14,19 13,19 12,19 12,18 11,18 11,17 11,16 10,16
28641 0 13,19 12,19 12,18 11,18 11,17 11,16 10,16 10,15
28642 0 13,19 12,19 12,18 11,18 11,17 11,16 10,16 10,15
28643 0 12,19 12,18 11,18 11,17 11,16 10,16 10,15 9,15
28644 0 12,18 11,18 11,17 11,16 10,16 10,15 9,15 9,14
28645 0 13,18 12,18 11,18 11,17 11,16 10,16 10,15 9,15
28646 0 12,18 11,18 11,17 11,16 10,16 10,15 9,15 8,15
28647 0 13,18 12,18 11,18 11,17 11,16 10,16 10,15 9,15
28648 0 13,19 13,18 12,18 11,18 11,17 11,16 10,16 10,15
28649 0 12,19 13,19 13,18 12,18 11,18 11,17 11,16 10,16
28650 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 11,16
28651 0 10,19 11,19 12,19 13,19 13,18 12,18 11,18 11,17
28652 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28653 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28654 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28655 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28656 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28657 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28658 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28659 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28660 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28661 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28662 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 13,17
28663 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28664 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28665 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28666 0 11,20 11,19 12,19 13,19 13,18 12,18 11,18 11,17
28667 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28668 0 11,19 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28669 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 12,16
28670 0 13,19 13,18 12,18 11,18 11,17 12,17 12,16 12,15
28671 0 13,20 13,19 13,18 12,18 11,18 11,17 12,17 12,16
28672 0 13,19 13,18 12,18 11,18 11,17 12,17 12,16 12,15
28673 0 13,19 13,18 12,18 11,18 11,17 12,17 12,16 12,15
28674 0 12,19 13,19 13,18 12,18 11,18 11,17 12,17 12,16
28675 0 12,20 12,19 13,19 13,18 12,18 11,18 11,17 12,17
28676 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 11,17
28677 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 11,17
28678 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 11,17
28679 0 10,20 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28680 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 10,18
28681 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28682 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28683 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 10,18
28684 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28685 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28686 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28687 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28688 0 11,18 11,19 11,20 12,20 12,19 13,19 13,18 12,18
28689 0 11,18 11,19 11,20 12,20 12,19 13,19 13,18 12,18
28690 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28691 0 11,19 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28692 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 11,19
28693 0 11,21 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28694 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 10,18
28695 0 11,21 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28696 0 11,20 12,20 12,19 13,19 13,18 12,18 11,18 10,18
28697 0 10,20 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28698 0 10,20 11,20 12,20 12,19 13,19 13,18 12,18 11,18
28699 0 10,19 10,20 11,20 12,20 12,19 13,19 13,18 12,18
28700 0 9,19 10,19 10,20 11,20 12,20 12,19 13,19 13,18
28701 0 10,19 10,20 11,20 12,20 12,19 13,19 13,18 14,18
28702 0 9,19 10,19 10,20 11,20 12,20 12,19 13,19 13,18
28703 0 9,19 10,19 10,20 11,20 12,20 12,19 13,19 13,18
28704 0 9,18 9,19 10,19 10,20 11,20 12,20 12,19 13,19
28705 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28706 0 8,17 8,18 9,18 9,19 10,19 10,20 11,20 12,20
28707 0 8,17 8,18 9,18 9,19 10,19 10,20 11,20 12,20
28708 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,21
28709 0 9,18 9,19 10,19 10,20 11,20 12,20 12,21 12,22
28710 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,21
28711 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,21
28712 0 9,18 9,19 10,19 10,20 11,20 12,20 12,21 11,21
28713 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,21
28714 0 7,18 8,18 9,18 9,19 10,19 10,20 11,20 12,20
28715 0 7,18 8,18 9,18 9,19 10,19 10,20 11,20 12,20
28716 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28717 0 9,18 9,19 10,19 10,20 11,20 12,20 13,20 14,20
28718 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28719 0 8,17 8,18 9,18 9,19 10,19 10,20 11,20 12,20
28720 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28721 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28722 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28723 0 8,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28724 0 9,18 9,19 10,19 10,20 11,20 12,20 12,19 12,18
28725 0 9,18 9,19 10,19 10,20 11,20 12,20 12,19 12,18
28726 0 9,18 9,19 10,19 10,20 11,20 12,20 12,19 12,18
28727 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 12,19
28728 0 11,18 10,18 9,18 9,19 10,19 10,20 11,20 12,20
28729 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28730 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28731 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28732 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28733 0 10,18 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28734 0 9,18 9,19 10,19 10,20 11,20 12,20 13,20 14,20
28735 0 9,17 9,18 9,19 10,19 10,20 11,20 12,20 13,20
28736 0 9,16 9,17 9,18 9,19 10,19 10,20 11,20 12,20
28737 0 9,15 9,16 9,17 9,18 9,19 10,19 10,20 11,20
28738 0 8,15 9,15 9,16 9,17 9,18 9,19 10,19 10,20
28739 0 9,15 9,16 9,17 9,18 9,19 10,19 10,20 9,20
28740 0 9,15 9,16 9,17 9,18 9,19 10,19 10,20 9,20
28741 0 8,15 9,15 9,16 9,17 9,18 9,19 10,19 10,20
28742 0 8,15 9,15 9,16 9,17 9,18 9,19 10,19 10,20
28743 0 9,15 9,16 9,17 9,18 9,19 10,19 10,20 9,20
28744 0 10,15 9,15 9,16 9,17 9,18 9,19 10,19 10,20
28745 0 10,15 9,15 9,16 9,17 9,18 9,19 10,19 10,20
28746 0 10,14 10,15 9,15 9,16 9,17 9,18 9,19 10,19
28747 0 10,15 9,15 9,16 9,17 9,18 9,19 10,19 11,19
28748 0 10,16 10,15 9,15 9,16 9,17 9,18 9,19 10,19
28749 0 10,17 10,16 10,15 9,15 9,16 9,17 9,18 9,19
28750 0 10,17 10,16 10,15 9,15 9,16 9,17 9,18 9,19
28751 0 11,17 10,17 10,16 10,15 9,15 9,16 9,17 9,18
28752 0 11,18 11,17 10,17 10,16 10,15 9,15 9,16 9,17
28753 0 11,17 10,17 10,16 10,15 9,15 9,16 9,17 8,17
28754 0 10,17 10,16 10,15 9,15 9,16 9,17 8,17 8,16
28755 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 8,15
28756 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 8,15
28757 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 8,15
28758 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 8,15
28759 0 10,17 10,16 10,15 9,15 9,16 9,17 8,17 8,16
28760 0 10,17 10,16 10,15 9,15 9,16 9,17 8,17 8,16
28761 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28762 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28763 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28764 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28765 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28766 0 10,16 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28767 0 10,15 9,15 9,16 9,17 8,17 8,16 7,16 7,15
28768 0 11,15 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28769 0 11,15 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28770 0 11,15 10,15 9,15 9,16 9,17 8,17 8,16 7,16
28771 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28772 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28773 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28774 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28775 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28776 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28777 0 11,14 11,15 10,15 9,15 9,16 9,17 8,17 8,16
28778 0 11,13 11,14 11,15 10,15 9,15 9,16 9,17 8,17
28779 0 10,13 11,13 11,14 11,15 10,15 9,15 9,16 9,17
28780 0 10,14 10,13 11,13 11,14 11,15 10,15 9,15 9,16
28781 0 9,14 10,14 10,13 11,13 11,14 11,15 10,15 9,15
28782 0 9,13 9,14 10,14 10,13 11,13 11,14 11,15 10,15
28783 0 9,12 9,13 9,14 10,14 10,13 11,13 11,14 11,15
28784 0 8,12 9,12 9,13 9,14 10,14 10,13 11,13 11,14
28785 0 8,12 9,12 9,13 9,14 10,14 10,13 11,13 11,14
28786 0 8,12 9,12 9,13 9,14 10,14 10,13 11,13 11,14
28787 0 9,12 9,13 9,14 10,14 10,13 11,13 11,14 12,14
28788 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28789 0 9,14 10,14 10,13 11,13 11,14 12,14 12,15 11,15
28790 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28791 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28792 0 9,14 10,14 10,13 11,13 11,14 12,14 12,15 11,15
28793 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28794 0 9,14 10,14 10,13 11,13 11,14 12,14 12,15 13,15
28795 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28796 0 8,13 9,13 9,14 10,14 10,13 11,13 11,14 12,14
28797 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28798 0 9,13 9,14 10,14 10,13 11,13 11,14 12,14 12,15
28799 0 9,14 10,14 10,13 11,13 11,14 12,14 12,15 12,16
28800 0 10,14 10,13 11,13 11,14 12,14 12,15 12,16 12,17
28801 0 10,13 11,13 11,14 12,14 12,15 12,16 12,17 12,18
28802 0 11,13 11,14 12,14 12,15 12,16 12,17 12,18 13,18
28803 0 12,13 11,13 11,14 12,14 12,15 12,16 12,17 12,18
28804 0 11,13 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28805 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28806 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28807 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28808 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28809 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28810 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28811 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28812 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 13,19
28813 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 13,19
28814 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28815 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28816 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28817 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28818 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28819 0 11,14 12,14 12,15 12,16 12,17 12,18 12,19 11,19
28820 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28821 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 12,19
28822 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28823 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28824 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28825 0 11,16 11,15 11,14 12,14 12,15 12,16 12,17 12,18
28826 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 11,18
28827 0 11,15 11,14 12,14 12,15 12,16 12,17 12,18 11,18
28828 0 11,14 12,14 12,15 12,16 12,17 12,18 11,18 11,19
28829 0 12,14 12,15 12,16 12,17 12,18 11,18 11,19 12,19
28830 0 12,14 12,15 12,16 12,17 12,18 11,18 11,19 12,19
28831 0 13,14 12,14 12,15 12,16 12,17 12,18 11,18 11,19
28832 0 13,13 13,14 12,14 12,15 12,16 12,17 12,18 11,18
28833 0 13,12 13,13 13,14 12,14 12,15 12,16 12,17 12,18
28834 0 13,13 13,14 12,14 12,15 12,16 12,17 12,18 13,18
28835 0 12,13 13,13 13,14 12,14 12,15 12,16 12,17 12,18
28836 0 12,13 13,13 13,14 12,14 12,15 12,16 12,17 12,18
28837 0 13,13 13,14 12,14 12,15 12,16 12,17 12,18 11,18
28838 0 13,14 12,14 12,15 12,16 12,17 12,18 11,18 11,19
28839 0 12,14 12,15 12,16 12,17 12,18 11,18 11,19 11,20
28840 0 12,15 12,16 12,17 12,18 11,18 11,19 11,20 11,21
28841 0 12,16 12,17 12,18 11,18 11,19 11,20 11,21 12,21
28842 0 12,17 12,18 11,18 11,19 11,20 11,21 12,21 12,20
28843 0 12,16 12,17 12,18 11,18 11,19 11,20 11,21 12,21
28844 0 12,16 12,17 12,18 11,18 11,19 11,20 11,21 12,21
28845 0 12,17 12,18 11,18 11,19 11,20 11,21 12,21 12,22
28846 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 12,21
28847 0 13,16 13,17 12,17 12,18 11,18 11,19 11,20 11,21
28848 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28849 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28850 0 12,17 12,18 11,18 11,19 11,20 11,21 11,22 11,23
28851 0 11,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28852 0 12,17 12,18 11,18 11,19 11,20 11,21 11,22 12,22
28853 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28854 0 13,16 13,17 12,17 12,18 11,18 11,19 11,20 11,21
28855 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28856 0 12,17 12,18 11,18 11,19 11,20 11,21 11,22 10,22
28857 0 12,16 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28858 0 12,17 12,18 11,18 11,19 11,20 11,21 11,22 10,22
28859 0 13,17 12,17 12,18 11,18 11,19 11,20 11,21 11,22
28860 0 13,18 13,17 12,17 12,18 11,18 11,19 11,20 11,21
28861 0 13,18 13,17 12,17 12,18 11,18 11,19 11,20 11,21
28862 0 13,19 13,18 13,17 12,17 12,18 11,18 11,19 11,20
28863 0 14,19 13,19 13,18 13,17 12,17 12,18 11,18 11,19
28864 0 14,18 14,19 13,19 13,18 13,17 12,17 12,18 11,18
28865 0 14,19 13,19 13,18 13,17 12,17 12,18 11,18 11,19
28866 0 14,20 14,19 13,19 13,18 13,17 12,17 12,18 11,18
28867 0 14,19 13,19 13,18 13,17 12,17 12,18 11,18 11,17
28868 0 14,20 14,19 13,19 13,18 13,17 12,17 12,18 11,18
28869 0 14,21 14,20 14,19 13,19 13,18 13,17 12,17 12,18
28870 0 15,21 14,21 14,20 14,19 13,19 13,18 13,17 12,17
28871 0 16,21 15,21 14,21 14,20 14,19 13,19 13,18 13,17
28872 0 15,21 14,21 14,20 14,19 13,19 13,18 13,17 13,16
28873 0 15,21 14,21 14,20 14,19 13,19 13,18 13,17 13,16
28874 0 15,21 14,21 14,20 14,19 13,19 13,18 13,17 13,16
28875 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
28876 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
28877 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
28878 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
